"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0	0.4399040	0.0076009	0.6220134	0.3607696	0.1731151	0.3545104	0.1394782	0.2079103	0.3823075	0.4540090	0.6512395	0.4040791	0.3969338	0.3231519	0.3708609	0.0347381	0.5015393	0.3227782	0.5365302	0.2116497	0.4482017	0.7154342	0.6519260	0.4327433	0.2729540	0.4015429	0.3887809	0.6227724	0.6258269	0.3810824	0.3149328	0.0263673	0.1122563	0.0523833	0.0019450	0.3924731	0.1286322	0.0526932	0.5534738	0.2765131	0.8036152	0.7300309	0.2507825	0.0577416	0.3700275	0.6729290	0.6509063	0.0651292	0.3397123	0.3556356	0.5345095	0.4312294	0.6662185	0.7607070	0.0315762	0.6189339	0.5871760	0.5143348	0.3908831	0.2135137	0.0485447	0.2665473	0.6195826	0.0677796	0.6524200	0.5412620	0.6876839	0.7047338	0.5959874	0.6661355	0.0235793	0.2097649	0.6818926	0.7099815	0.1522315	0.4690865	0.7362162	0.0125943	0.5474228	0.2025554	0.6732884	0.0024144	0.4422388	0.6691797	0.0244923	0.1701586	0.3216585	0.3402148	0.3253889	0.0563762	0.6159472	0.6862798	0.0357724	0.0296888	0.0123345	0.7101055	0.7452795	0.0827352	0.6149938	0.2351785
100	0.3186786	0.0123579	0.6343457	0.3063630	0.2647310	0.2122942	0.1533184	0.3196587	0.3656261	0.5777263	0.5865980	0.7134994	0.3974010	0.3711665	0.3039853	0.0419458	0.4255390	0.4796275	0.5022621	0.2210140	0.5805896	0.6253557	0.4021131	0.2010523	0.2821870	0.2019207	0.3603208	0.6295083	0.3676761	0.4147240	0.2989589	0.0547984	0.2432356	0.0446325	0.0065376	0.3923698	0.1025552	0.0239377	0.6033853	0.0865267	0.3716247	0.7606542	0.2629431	0.0718599	0.3288284	0.5345564	0.7180492	0.0349911	0.3411771	0.2494709	0.6479446	0.3734434	0.2522537	0.5501803	0.0177360	0.6649815	0.6624897	0.5555533	0.2036569	0.0906934	0.0902601	0.2653300	0.5581439	0.0023909	0.5406399	0.5052348	0.6270665	0.6050064	0.6428009	0.6186558	0.0422397	0.1848377	0.0806380	0.6641363	0.6381620	0.6297574	0.6290655	0.0392997	0.7464272	0.1961548	0.7246561	0.3549280	0.4883228	0.7125961	0.0077451	0.1032639	0.3255318	0.4121062	0.1766492	0.2551721	0.2014134	0.5037769	0.1163980	0.1434937	0.4500764	0.7222094	0.5661848	0.0620513	0.6020825	0.2427465
200	0.2170904	0.0244854	0.5637804	0.2486110	0.1903772	0.1037853	0.1717276	0.4909709	0.2980042	0.4413222	0.5727762	0.6583578	0.3763248	0.3849162	0.2476745	0.0299833	0.5198240	0.6033439	0.6138022	0.3264291	0.4726531	0.5388840	0.5336780	0.2008495	0.2069606	0.2081554	0.2718669	0.4546846	0.1544135	0.4623196	0.2363462	0.1880904	0.3538001	0.0326692	0.0111150	0.1621044	0.2864828	0.0298693	0.5511674	0.0849536	0.2966978	0.6071514	0.2766275	0.0520800	0.3519335	0.4881375	0.5613420	0.0257286	0.2652438	0.4725051	0.8191109	0.4297503	0.1635215	0.5744115	0.0189897	0.7584234	0.6015653	0.5454480	0.3493696	0.0110589	0.1561598	0.4119830	0.7295290	0.0014766	0.6830643	0.5428285	0.6374627	0.2370009	0.6465787	0.5268664	0.0509310	0.1258786	0.0844169	0.6836971	0.6764218	0.6873109	0.4771249	0.0774398	0.6066466	0.2328786	0.6134184	0.2902573	0.5882545	0.5873944	0.0080016	0.0385740	0.2501182	0.5011461	0.0705322	0.3861192	0.1401133	0.5150976	0.0318366	0.1500405	0.4905183	0.6586444	0.7204006	0.1345141	0.6191099	0.2739360
300	0.2599661	0.0311054	0.6359665	0.2148407	0.2381163	0.1222893	0.2587330	0.3826829	0.2833029	0.2883719	0.4742468	0.5055343	0.4667849	0.4238706	0.2266966	0.0367075	0.4628498	0.6049759	0.5688831	0.2343130	0.5355809	0.5554797	0.5536956	0.1793128	0.1976659	0.1877433	0.2151168	0.4220684	0.2290369	0.6259098	0.2016235	0.5460966	0.5136687	0.0131920	0.0104177	0.0950321	0.3064078	0.0683832	0.4535589	0.1136541	0.3440431	0.6261534	0.3017290	0.0475531	0.4250626	0.5258318	0.6206732	0.0260005	0.2574748	0.6222890	0.6682274	0.3464884	0.0344524	0.4152807	0.0242382	0.5920579	0.6876894	0.4887706	0.3688862	0.0022094	0.1854695	0.3041998	0.4745240	0.0001901	0.7617443	0.4443674	0.5656087	0.0532067	0.6354356	0.7380470	0.0394740	0.1714221	0.0770908	0.6593498	0.7097667	0.6276262	0.6017845	0.1310080	0.5619405	0.2059437	0.6218881	0.3757546	0.6272572	0.6313451	0.0165130	0.0514781	0.3476588	0.4146776	0.0475543	0.2696601	0.2662537	0.4885341	0.0723480	0.1787090	0.5105228	0.6542901	0.7210785	0.1915567	0.5734417	0.4106698
400	0.2375125	0.0118805	0.6876098	0.1849890	0.3252363	0.1481228	0.1945974	0.5268662	0.3230184	0.2353205	0.4975035	0.3944291	0.5243397	0.3076727	0.2185414	0.0555165	0.4619538	0.5605714	0.4500987	0.3887433	0.6895714	0.6102663	0.4662453	0.2437425	0.2558238	0.1841723	0.1628268	0.3781444	0.2269516	0.6216242	0.2438494	0.3102924	0.4442188	0.0286695	0.0035280	0.0430530	0.4639212	0.0555622	0.3929659	0.0883574	0.3458416	0.6420083	0.3050692	0.0648066	0.3452205	0.4309527	0.6774759	0.0266970	0.2353434	0.5544928	0.7019186	0.3878342	0.0031764	0.3257614	0.0197935	0.5623513	0.5626422	0.4399556	0.4259342	0.0020840	0.2506432	0.3376642	0.5199325	0.0009583	0.5843326	0.2486317	0.1929824	0.0212664	0.7459222	0.6169506	0.0530130	0.0953411	0.0841521	0.6743320	0.6051776	0.6006179	0.6955848	0.1149684	0.6668059	0.2618695	0.5640525	0.3129547	0.5151360	0.6397988	0.0167289	0.0860279	0.3967639	0.5997681	0.0483123	0.3421078	0.2194512	0.6008864	0.0966443	0.2004268	0.4356253	0.6516727	0.6469487	0.1023990	0.4817297	0.3710312
500	0.2124039	0.0131191	0.6451632	0.2410945	0.2496768	0.1728140	0.1779146	0.4828700	0.3291952	0.3606868	0.4505635	0.3730569	0.4312428	0.3960617	0.1971462	0.0234039	0.4928645	0.8294584	0.4672865	0.4116749	0.5474080	0.6127902	0.4772886	0.2206453	0.2351959	0.1373484	0.2244731	0.3696231	0.1373660	0.6859107	0.2552840	0.5525149	0.4511245	0.0242575	0.0112687	0.0624808	0.5011182	0.0543919	0.4512731	0.0673231	0.4232435	0.4880298	0.3835386	0.0309827	0.3176648	0.3599778	0.6659514	0.0215833	0.2786185	0.4870598	0.6352564	0.2176664	0.0000736	0.3757323	0.0090730	0.6095336	0.6865402	0.6828226	0.3631447	0.0117367	0.2060292	0.3343835	0.4286175	0.0011819	0.5468473	0.0357197	0.0612919	0.0026994	0.6138365	0.6790488	0.0317669	0.1414775	0.0626261	0.6897609	0.7273909	0.6520800	0.5941467	0.1430827	0.7607207	0.2811665	0.6183823	0.2979247	0.5486007	0.7477064	0.0029603	0.1053240	0.4831085	0.6068152	0.0312049	0.3748594	0.2151875	0.5278273	0.1110111	0.2660057	0.5626820	0.5653244	0.7003672	0.0335016	0.4702104	0.4383312
600	0.2812352	0.0171665	0.6374808	0.2718648	0.2525142	0.4446569	0.1377459	0.2686696	0.3605044	0.3863192	0.5491315	0.2392904	0.3412379	0.4012175	0.3094706	0.0361440	0.5823541	0.6326871	0.5366260	0.3639040	0.5855460	0.6592685	0.6526397	0.6302965	0.3164910	0.1240181	0.1429256	0.3354955	0.6456568	0.4088058	0.2113703	0.1842888	0.4274131	0.0245783	0.0021939	0.0302945	0.4670261	0.0173137	0.5414961	0.4402137	0.6228939	0.6647026	0.2332725	0.0375570	0.3703411	0.3714264	0.6992265	0.0275312	0.3631846	0.4297611	0.4746201	0.3535815	0.1788413	0.5703734	0.0226743	0.5863315	0.5704877	0.5312508	0.4894329	0.0691498	0.1083717	0.2721594	0.5877891	0.1159171	0.5804995	0.4795086	0.3378913	0.0228116	0.5954364	0.6434427	0.0526657	0.1254574	0.6379727	0.6192253	0.1987286	0.6389801	0.5986451	0.0478419	0.7572186	0.2177092	0.5917771	0.0324927	0.5532364	0.6398862	0.0089059	0.1911362	0.4277725	0.3369519	0.3384849	0.0803742	0.3534753	0.6995122	0.1556991	0.0517981	0.0306451	0.6685022	0.6367907	0.0918289	0.4816190	0.3645286
700	0.3440967	0.0232052	0.6979349	0.2119181	0.2488823	0.5529236	0.1653464	0.3043541	0.3336364	0.4746295	0.5191680	0.3915747	0.5555526	0.3555564	0.3112352	0.0284340	0.5548823	0.4315748	0.5926132	0.2479021	0.6997388	0.7796789	0.6340264	0.7273456	0.5026944	0.1523148	0.1637842	0.2651056	0.6466120	0.3327927	0.2855021	0.0325231	0.2446494	0.0506820	0.0010016	0.0373714	0.4944767	0.0147104	0.6133522	0.3163568	0.6685504	0.8679957	0.2860210	0.0607110	0.4207545	0.5071096	0.7198477	0.0226105	0.2619489	0.4254898	0.5183564	0.3618279	0.4960921	0.7004914	0.0109692	0.5949050	0.6734693	0.6127584	0.4550680	0.1406789	0.1070164	0.2202133	0.6773932	0.1520185	0.8027711	0.4541572	0.6210930	0.2587701	0.7106637	0.6343748	0.0388383	0.1098133	0.6426389	0.6354347	0.1536841	0.6199961	0.5630501	0.0074666	0.5989760	0.2186916	0.7639964	0.0034509	0.4786763	0.6965447	0.0114112	0.2203845	0.4390073	0.3248156	0.5178112	0.0202771	0.5919283	0.7094552	0.0466877	0.0392361	0.0126730	0.6727926	0.6232973	0.1613672	0.4942974	0.3533615
800	0.3666099	0.0112943	0.7139918	0.3321488	0.3003678	0.4044182	0.2196112	0.3408581	0.3184514	0.4406106	0.5255206	0.3749649	0.3756768	0.3809002	0.3958832	0.0834806	0.4383655	0.3189399	0.6589344	0.1956297	0.5733835	0.7106355	0.6051271	0.5158820	0.3593345	0.2510735	0.2872512	0.4503939	0.6930243	0.3152521	0.3098584	0.0270081	0.1264029	0.0215104	0.0009779	0.1105962	0.3451377	0.0463786	0.7123245	0.3685241	0.7540601	0.5081456	0.2255977	0.0406875	0.3042294	0.5697637	0.7519603	0.0269908	0.3502999	0.4471344	0.5647437	0.3885137	0.7017811	0.6293371	0.0298021	0.7081627	0.5503524	0.6090772	0.3607692	0.1317932	0.0466086	0.2308582	0.6575375	0.0960430	0.5772682	0.4684496	0.6535722	0.7596467	0.7443250	0.7326656	0.0214514	0.1465525	0.5991868	0.5950492	0.0652262	0.6732314	0.5554142	0.0261797	0.6215735	0.3084620	0.5431376	0.0008521	0.4441183	0.7305026	0.0198074	0.2519976	0.2787165	0.3221420	0.5121920	0.0206148	0.6848388	0.6858639	0.0275190	0.0180267	0.0387583	0.6141467	0.6384062	0.0659832	0.5905064	0.2115434
900	0.3634409	0.0181003	0.7616716	0.2686135	0.1918846	0.4200879	0.1225349	0.2850780	0.3466854	0.5534871	0.6073133	0.3967456	0.3260314	0.3493125	0.2946899	0.0520556	0.5106895	0.3558040	0.5929672	0.2513289	0.5547762	0.7775874	0.5304118	0.5477434	0.3072394	0.3995426	0.2861810	0.4649119	0.6346473	0.3096727	0.2913826	0.0294462	0.0772217	0.0293443	0.0000920	0.2087132	0.1765640	0.0838186	0.5353451	0.3808899	0.6514037	0.8033441	0.2472104	0.0248167	0.3516063	0.6324913	0.7097940	0.0172241	0.2824131	0.3136287	0.4848306	0.3891977	0.7106251	0.6555920	0.0185398	0.6388869	0.6496019	0.4671015	0.3220284	0.1318292	0.0324658	0.2739915	0.6850715	0.1354287	0.7488782	0.4587548	0.6091688	0.6153381	0.6483073	0.7390042	0.0483713	0.1548518	0.7566208	0.6820966	0.1038612	0.6314887	0.7475662	0.0127447	0.6738654	0.2283003	0.6404008	0.0000879	0.4435616	0.6975291	0.0733753	0.1394696	0.2951952	0.2556106	0.6088072	0.0229801	0.5652954	0.7096123	0.0184998	0.0090850	0.0036980	0.6570468	0.6072005	0.0724659	0.5904681	0.2161263
1000	0.3914982	0.0123744	0.6279701	0.3269935	0.2014723	0.4154010	0.1530239	0.2397718	0.3120133	0.4742557	0.6211151	0.4686795	0.5441631	0.3804451	0.3897667	0.0172031	0.4054400	0.4206761	0.6781410	0.1701858	0.4569560	0.5713860	0.5435925	0.5255160	0.3591787	0.3519251	0.3335629	0.6537103	0.6211666	0.2620555	0.2856335	0.0318026	0.1644027	0.0265672	0.0041032	0.3462451	0.0855958	0.0440429	0.6026514	0.3492964	0.6276743	0.6557835	0.2169930	0.0344161	0.4057355	0.5954763	0.7116793	0.0184465	0.2395736	0.2811611	0.6013897	0.4645177	0.6474005	0.6777604	0.0307679	0.6792706	0.5137133	0.6442162	0.3619098	0.2072015	0.1132895	0.2466377	0.5813803	0.0774719	0.6816802	0.5430914	0.6131626	0.5854887	0.6624212	0.5899929	0.0886217	0.1561864	0.7394606	0.7432153	0.0938065	0.6051329	0.6306782	0.0145590	0.5555223	0.2239348	0.7405113	0.0011141	0.3681542	0.6632305	0.0080847	0.1181014	0.3032402	0.3281455	0.5075598	0.0319366	0.7021220	0.6380397	0.0471048	0.0436230	0.0185470	0.5836912	0.5612676	0.0683996	0.5854367	0.2173046

0	0.3279620	0.0141245	0.7459366	0.3250849	0.1543641	0.3300786	0.1523220	0.1862106	0.3671769	0.4541247	0.6409046	0.4871016	0.5105168	0.4207158	0.3893024	0.0286316	0.4327637	0.3466235	0.5726462	0.3137238	0.5521711	0.5659311	0.5894225	0.4224402	0.2474679	0.4106877	0.3990125	0.6589625	0.6660825	0.3807567	0.2769054	0.0569761	0.1525768	0.0331718	0.0012646	0.3477228	0.1331665	0.0579762	0.5463305	0.2448167	0.7420746	0.5312196	0.2991642	0.0656270	0.3923098	0.7064142	0.6175968	0.0372848	0.2502300	0.3648260	0.5343811	0.4737602	0.6628394	0.6658504	0.0150913	0.5981172	0.6465134	0.5200968	0.5436275	0.1609619	0.0608624	0.2821633	0.6469056	0.0841037	0.6164043	0.4851267	0.6579321	0.7183534	0.7390240	0.6124261	0.0220976	0.1836530	0.7039316	0.6250641	0.1340478	0.7452312	0.6969564	0.0124181	0.6711900	0.2345700	0.6628440	0.0018131	0.4993390	0.7290598	0.0067453	0.1664036	0.3369429	0.3301244	0.3887781	0.0277996	0.5937765	0.7159362	0.0336440	0.0198305	0.0361838	0.6310114	0.7300891	0.0913510	0.5557625	0.2037887
100	0.3425708	0.0325170	0.5988492	0.2181852	0.2526765	0.4568683	0.1954847	0.2536567	0.3877657	0.5503631	0.4240687	0.5720813	0.5346638	0.2149901	0.3031922	0.0490480	0.5088684	0.4348288	0.6409687	0.2173271	0.4770510	0.7744578	0.2824008	0.2587076	0.2416018	0.5182404	0.2887668	0.6236795	0.6638900	0.2817308	0.2640177	0.0323220	0.0519725	0.0416618	0.0003644	0.3414715	0.0719173	0.3099065	0.3939975	0.3852015	0.1413530	0.7218955	0.2202753	0.0321732	0.4079244	0.4846975	0.6859450	0.0419009	0.1635078	0.4137062	0.5799192	0.4299346	0.6601268	0.6629136	0.0306619	0.6106830	0.4762661	0.5347937	0.4846438	0.3535913	0.1018223	0.2989241	0.5949253	0.0605209	0.7197573	0.4870152	0.6939019	0.6382996	0.7830566	0.5449878	0.0585731	0.1137465	0.6860521	0.6647960	0.2208512	0.6417395	0.6562127	0.0299795	0.1336716	0.2015955	0.7372258	0.0023488	0.0677816	0.8259580	0.0065728	0.1651121	0.2956535	0.3129587	0.4662228	0.0195897	0.6338281	0.2880269	0.3071465	0.0401450	0.0276590	0.6096147	0.7071305	0.2384427	0.6583858	0.1957171
200	0.3412475	0.0152374	0.5360232	0.3535519	0.2031524	0.3950871	0.1706299	0.2323222	0.3348495	0.4928640	0.4853803	0.4464910	0.3824985	0.2409345	0.4054821	0.0233295	0.4931420	0.4816591	0.6140999	0.2959411	0.4883599	0.6243027	0.2246395	0.2050551	0.2539683	0.6398801	0.1991757	0.6034152	0.5915295	0.2877381	0.2522559	0.0368464	0.1466415	0.0352501	0.0004323	0.3198880	0.0939678	0.3847734	0.2979083	0.3056513	0.0750111	0.7223014	0.3116887	0.0072664	0.4203212	0.2627306	0.7025613	0.0266839	0.1675402	0.5010151	0.5739269	0.3271073	0.6898345	0.6703248	0.0156450	0.5938672	0.3424411	0.6509479	0.5225421	0.2442975	0.2848111	0.3386982	0.6911609	0.1068096	0.6540319	0.4353915	0.7060178	0.6970257	0.6270914	0.6171404	0.0671283	0.1030203	0.6051500	0.6759270	0.2460543	0.7729200	0.5040504	0.0014988	0.0641436	0.3288473	0.6046831	0.0013147	0.0162707	0.6111865	0.0174886	0.1275545	0.3322284	0.3175330	0.5345474	0.0281947	0.8024404	0.2387283	0.3213142	0.0131010	0.0129121	0.8382429	0.7731651	0.2424611	0.6409600	0.2090405
300	0.3671453	0.0230619	0.5837609	0.2362583	0.1641296	0.4081104	0.1535253	0.2823185	0.4309880	0.5136044	0.4999020	0.4046826	0.4025679	0.1701968	0.2809270	0.0403781	0.4732202	0.5219897	0.7247410	0.2703523	0.4520414	0.6205562	0.2282520	0.2000058	0.2442491	0.5910439	0.2210455	0.7498406	0.6666152	0.2555222	0.3408437	0.0426829	0.0793089	0.0124365	0.0011342	0.5108823	0.0825808	0.3266125	0.3360132	0.3627803	0.0647268	0.7571037	0.2937330	0.0164413	0.3641065	0.0990590	0.7731263	0.0508161	0.1285705	0.5356235	0.4875811	0.4358252	0.6257130	0.7305771	0.0124521	0.6407065	0.4167095	0.5542789	0.5585835	0.2637986	0.3998142	0.3344080	0.5984360	0.1161809	0.7312776	0.4320685	0.5741580	0.5635013	0.7010869	0.5612660	0.0414895	0.0595939	0.6224471	0.5006298	0.3343886	0.7365594	0.3430837	0.0016874	0.0977952	0.4057492	0.7759717	0.0016414	0.0178613	0.8056465	0.0172680	0.1446725	0.2442660	0.3515320	0.5438765	0.0258108	0.7279895	0.4072790	0.2649437	0.0264270	0.0158337	0.6562656	0.6388397	0.2023476	0.7113866	0.1527196
400	0.3299601	0.0275988	0.6348339	0.2354322	0.1641034	0.4938859	0.1351813	0.2038409	0.4729886	0.5927158	0.5054542	0.5024505	0.2746293	0.1691479	0.3391220	0.0283143	0.4535048	0.6417244	0.6979583	0.3216379	0.5232551	0.7511851	0.1739874	0.2302605	0.2139639	0.6841435	0.1628333	0.6842418	0.6256278	0.3526666	0.3111513	0.0163667	0.0660630	0.0671420	0.0000650	0.4979815	0.0635069	0.3361445	0.3219364	0.3643590	0.0923227	0.6366876	0.2508028	0.0108346	0.4124779	0.0816237	0.5568379	0.0414453	0.1474623	0.4539129	0.4619620	0.2793420	0.6723242	0.5978136	0.0279976	0.6046362	0.4443307	0.4690047	0.6075421	0.2006153	0.3302868	0.3263946	0.5478189	0.0481596	0.5761015	0.4743541	0.7300568	0.6624053	0.7923144	0.5871922	0.0171603	0.0577049	0.8795135	0.7873395	0.1916533	0.6305441	0.3727001	0.0233234	0.0888409	0.4707414	0.5815980	0.0010044	0.0208185	0.5797514	0.0111218	0.1417527	0.2632679	0.2442505	0.5436553	0.0120229	0.7352243	0.3195246	0.3048121	0.0196442	0.0046244	0.5688427	0.6136970	0.1030007	0.5666804	0.2477027
500	0.3365521	0.0168624	0.6587756	0.2686749	0.2228000	0.4049342	0.2382486	0.2211959	0.4597311	0.6497616	0.4078556	0.4397174	0.2635302	0.2347865	0.3100947	0.0326305	0.4105603	0.4825583	0.6173726	0.2776437	0.4206242	0.7116627	0.2854699	0.1696024	0.2262469	0.6889585	0.1923283	0.6208616	0.5324184	0.3366289	0.3383167	0.0477567	0.1277238	0.0470193	0.0000651	0.4044707	0.0707158	0.4036548	0.2595693	0.3451893	0.0671550	0.6842006	0.3212168	0.0099544	0.4025643	0.1423231	0.6369334	0.0784175	0.1098732	0.6862309	0.6444147	0.3890151	0.6271790	0.5808861	0.0118380	0.6225334	0.3898631	0.4529944	0.4923527	0.2457030	0.4043881	0.3328717	0.6365875	0.1003048	0.8165230	0.4178828	0.6843040	0.6328773	0.6101028	0.7515635	0.0593397	0.0418062	0.7654293	0.6501143	0.2314425	0.6321121	0.3924172	0.0047226	0.0543339	0.4442998	0.7200265	0.0092779	0.0201064	0.6019991	0.0190084	0.1900546	0.3084334	0.3023532	0.5964982	0.0664242	0.5216984	0.3007026	0.2790778	0.0324400	0.0025808	0.7721609	0.6929812	0.0662031	0.6289888	0.2718022
600	0.3651780	0.0119996	0.6081018	0.2569704	0.2340282	0.4748589	0.1815716	0.4002503	0.4082033	0.4991224	0.5281447	0.4805750	0.2697862	0.2963358	0.2708905	0.0291458	0.4418098	0.3673841	0.7256947	0.2835538	0.5906004	0.5658772	0.6363932	0.2826037	0.1969390	0.6657192	0.1895886	0.6578911	0.6713892	0.3420571	0.2289152	0.0164818	0.1226382	0.0283347	0.0004056	0.5310853	0.0847286	0.0514752	0.3568890	0.5960337	0.6560922	0.6985887	0.3145777	0.0162336	0.3839093	0.1205309	0.6748356	0.0573791	0.2240257	0.4120180	0.5620164	0.3943665	0.7663682	0.6187333	0.0391733	0.6657761	0.6697367	0.5554485	0.4382213	0.1964827	0.0777340	0.2314762	0.6251746	0.0797783	0.7216274	0.4921427	0.6124905	0.5934256	0.6361345	0.7255023	0.0716982	0.1409337	0.6174703	0.6671927	0.2216587	0.6799950	0.5853576	0.0111479	0.6753809	0.2927366	0.6510235	0.0005744	0.3852661	0.7282632	0.0298613	0.1846812	0.2780611	0.2190550	0.5551862	0.0243849	0.5947134	0.7344402	0.0515969	0.0191667	0.0179615	0.5616221	0.6074727	0.1133799	0.6292367	0.1833190
700	0.5184768	0.0289536	0.7256028	0.2472174	0.1891410	0.4106006	0.1828243	0.2574780	0.3675517	0.6151187	0.5562290	0.4512693	0.3801398	0.3012119	0.2950459	0.0213424	0.3999716	0.2797153	0.7823181	0.2316369	0.5865466	0.6413726	0.6027752	0.3133603	0.1736903	0.4481877	0.2118547	0.7342803	0.6292233	0.3525267	0.3180220	0.0553595	0.0847440	0.0162011	0.0027824	0.4229694	0.0651999	0.0558366	0.3717181	0.4146063	0.6495047	0.6310128	0.2946543	0.0562536	0.3332895	0.3394338	0.7672686	0.0561443	0.2759054	0.2390934	0.5048210	0.3941686	0.6384377	0.7079734	0.0342897	0.6719721	0.5784851	0.4983770	0.2674033	0.1941367	0.0641002	0.2264377	0.6583795	0.0714087	0.5934786	0.5008849	0.7390962	0.7395010	0.6597373	0.6091831	0.0293526	0.2064705	0.7066213	0.6934004	0.1854562	0.6439076	0.7104127	0.0131242	0.8012740	0.1495150	0.6373216	0.0006803	0.4096990	0.6449460	0.0117613	0.1566049	0.2812362	0.2838022	0.5854369	0.0863011	0.5818759	0.7309688	0.0277848	0.0558431	0.0133102	0.5379406	0.6617550	0.1619828	0.6811963	0.1891081
800	0.3989572	0.0155542	0.6406805	0.2613758	0.2119278	0.4430369	0.1765654	0.1843701	0.4439634	0.6261551	0.5591235	0.4721255	0.4258959	0.2781553	0.3429577	0.0228972	0.3691155	0.2199024	0.5726559	0.1542648	0.5552311	0.5955504	0.6487608	0.2932702	0.2333033	0.3984695	0.2357509	0.6080738	0.5640738	0.2992461	0.3025461	0.0498558	0.0741495	0.0493533	0.0004579	0.4515357	0.0654768	0.0461929	0.6557275	0.5666259	0.6806747	0.7148810	0.3073021	0.0424817	0.3555884	0.5256061	0.6448047	0.0612848	0.2239061	0.2962773	0.5456012	0.5354345	0.6926714	0.5889113	0.0260353	0.7072139	0.6025529	0.6194044	0.2931981	0.1895266	0.0323459	0.1615142	0.6543038	0.1523744	0.7171888	0.4596941	0.6167946	0.6816449	0.6308882	0.6743992	0.0754546	0.1752931	0.6721819	0.6392125	0.1385251	0.6098947	0.6147234	0.0200061	0.6084112	0.2044871	0.6779226	0.0047834	0.4514638	0.7565027	0.0172107	0.1493942	0.3376097	0.2463353	0.6360751	0.0376608	0.5803711	0.6172467	0.0400373	0.0226467	0.0221903	0.7041013	0.7119894	0.0937903	0.6494269	0.1941335
900	0.5182350	0.0063689	0.6385978	0.3278766	0.2474458	0.3538642	0.1933258	0.1607198	0.3519123	0.4678682	0.4791233	0.5035174	0.4064354	0.3728523	0.3122434	0.0298779	0.4024732	0.2287043	0.6639105	0.1404869	0.5362914	0.6821700	0.5964074	0.3651595	0.3549167	0.4306238	0.2084074	0.6328048	0.8272412	0.3150432	0.2698850	0.0556442	0.1246508	0.0383648	0.0008383	0.4875546	0.0874320	0.0333514	0.6131307	0.3473933	0.6361935	0.6410865	0.2722927	0.0378458	0.2356371	0.5252245	0.5546953	0.0135462	0.1573364	0.2774403	0.4515079	0.3661007	0.6185894	0.7587368	0.0274865	0.6553748	0.6038721	0.5721654	0.3271574	0.2039988	0.0393319	0.1494807	0.5913287	0.1152033	0.6463023	0.5570829	0.5499580	0.6863265	0.6962635	0.6645971	0.0487384	0.1463197	0.7300182	0.6786793	0.1274447	0.8109826	0.5095168	0.0201363	0.6104854	0.1644292	0.5945078	0.0004045	0.4008643	0.5684766	0.0070213	0.1967946	0.3043893	0.4074070	0.4338513	0.0214936	0.5811786	0.5754665	0.0369336	0.0154716	0.0107735	0.6690882	0.6012127	0.0452474	0.5120103	0.2852725
1000	0.4656822	0.0163623	0.6617892	0.4622469	0.1184514	0.2811713	0.1461594	0.1106672	0.3645561	0.5636593	0.5226880	0.5038711	0.3960195	0.3290737	0.3121467	0.0297898	0.6597541	0.3877991	0.6429986	0.1489775	0.5573657	0.7454524	0.6151517	0.4046993	0.3467475	0.4245151	0.3078531	0.5993152	0.6434194	0.2787301	0.3541032	0.0452608	0.1279819	0.0229253	0.0073894	0.4003586	0.0525817	0.0656280	0.5583855	0.4736527	0.5434586	0.5968763	0.4126513	0.0695436	0.3880748	0.5447524	0.6450447	0.0368421	0.2914603	0.3574201	0.5347734	0.4309278	0.7069488	0.6277829	0.0278801	0.7071218	0.5238440	0.4832987	0.3997129	0.1392945	0.0484743	0.2457711	0.6069980	0.0648029	0.8418598	0.5653169	0.5910547	0.7297870	0.6443141	0.6588316	0.0447384	0.2345821	0.7359519	0.7130252	0.0990363	0.7079715	0.6931120	0.0303777	0.7238173	0.2245926	0.7418082	0.0001233	0.5712760	0.6423011	0.0149979	0.1329461	0.2576153	0.3772244	0.3504386	0.0219873	0.6485238	0.6533100	0.0281673	0.0529513	0.0051434	0.7099594	0.6398805	0.0618655	0.6088507	0.2068285

