	malT	nanT	malK	chbA	glgC	aroF	ptsG	pgm	mglA	galP	galK	galT	aceA	aceK	yhcH	crp	nanE	nagA	gapA	nanR	nanM	mtlA	nagB	ynfK	glmU	chbF	malP	ptsH	mtr	chbB	cysG	mpl	edd	acnB	pgk	yahA	fbaA	nagC	cyaR	chbG	hupB	fruK	aroP	crr	dgsA	mtlD	glgS	nirD	galS	manY	manZ	fimB	lamB	icd	glk	mglC	iclR	ppsA	pykF	fruR	manX	malF	hupA	malS	ptsI	chbC	tyrR	glpE	eno	seqA	nagE	epd	malE	nagD	mtlR	nanC	galR	nanK	ilvB	nirB	glgP	pck	nanA	mglB	glmS	galM	malQ	galE	malG	fruB	chbR	acnA	malM	fruA	tyrP	aceB	pfkA	malZ	nirC	ilvN
chbC	0.009497967294184	0.008534162054215507	0.0023414330307927945	0.003409334004494756	0.005941061162989116	0.013661535366494153	0.021710526625518346	0.00269595090175251	0.011584541511429649	0.0081402445591579	0.011687278307910007	0.02374592759426266	0.009040068035228244	0.005935083878731449	0.004129079876190026	0.004667803711049146	0.0029677815544268734	0.003558460199936593	0.0031119659333584807	0.011804343497023386	0.004613972058921855	0.007414756198795149	0.006404739613367621	0.0043010243760263035	0.002459324631458576	0.0042841605264101745	0.002870314992362302	0.0016552405773666158	0.040698363623986114	0.004350305831444352	0.012898823959301736	0.0026196171350450635	0.0031271681236527222	0.0020934544740929925	0.011616842653141833	0.01218345463561078	0.018508126201312924	0.005980091658619947	0.0028845211251451856	0.0035372317749915345	0.004803153552894478	0.004173497209702426	0.0030388846781639134	0.006535905484875953	0.004624190063920131	0.008451656851475822	0.002743867353323716	0.004595899589931336	0.02656478095550489	0.04745660289921638	0.014308644488818207	0.005584868576707414	0.0032364306064249716	0.002767094656006829	0.03616074365307177	0.005222001751575528	0.007871734241779563	0.003592086191888076	0.044943316247938965	0.006033185961854328	0.002921086857672551	0.0020855417148431168	0.0030852474400761346	0.002526659430781528	0.0038972961939969524	0.10501839707844562	0.05820919883367581	0.005967582920186653	0.008433142510527642	0.0025345311617126862	0.02789835594243188	0.015313311564191169	0.009530652817619717	0.003038672979116886	0.006420728956500745	0.011420425764741213	0.02790152819133151	0.011407782842195225	0.0032708480777886256	0.003167277281817752	0.006743038544951942	0.0074557863583631125	0.0038136134565176245	0.005491127114996955	0.00374953417425324	0.008073024903030298	0.003369539973587293	0.00413367411049005	0.005526799835433579	0.005977275220458734	0.0028251209222662187	0.0033556653396259266	0.004037151249484471	0.004225814491737181	0.018441926488616665	0.004615741888601431	0.006378183292212803	0.008680128867955335	0.011398538804092733	0.0022854181183969303
nanM	0.018162113110765137	0.004577190658882501	0.010793541339562836	0.007834264146105774	0.019842139375636805	0.009465886079652628	0.02930242840477419	0.0022714621883034502	0.005214548784721428	0.015494208796869675	0.018137555515268404	0.006482765898681072	0.0027502028502901918	0.0031349628856741575	0.015298639889106543	0.055383401380140695	0.01323653138636123	0.009048463495424017	0.028442060565395274	0.003461800224516891	0.019542928224151098	0.004197153175159643	0.009546547273742878	0.005765294027593485	0.008896623405629132	0.02106105845856567	0.005253990221143051	0.011138623955089593	0.00508599154179446	0.003313669457832305	0.019738355981734602	0.03274246593117128	0.0029978164102604735	0.0065063036326518065	0.003433192494704425	0.0041940563352533995	0.006020845371204086	0.02061773640374906	0.011981561740707587	0.005695064526439864	0.0043806893823416584	0.0035950535642397608	0.005757241007922621	0.0038682644801247335	0.018188082220663968	0.004104373811779391	0.018334464192915238	0.005388494679063483	0.00558431088768303	0.005868653946865854	0.003026394423103796	0.004433036655570468	0.021846650379312684	0.003084043707306141	0.010403364084023594	0.002722443539207619	0.005111499569604604	0.0030150361311726483	0.009572650795984891	0.002177131666693985	0.007216462684934535	0.006220552803663215	0.005081332416922026	0.005219630963051504	0.004046254533448937	0.007109990925833031	0.003984480163887041	0.004297526566525538	0.005727099061491892	0.0038666356539212264	0.015233565809723676	0.005877406989522889	0.014669505221375098	0.007965792007920804	0.029598928612870105	0.007120499872601869	0.007444845824108079	0.010618066302779568	0.00752419345209914	0.0066062103241286765	0.012823093121117384	0.007625038253356536	0.021548545045461876	0.014902936106786275	0.0067006488092081155	0.0068897283239841706	0.004625548344715968	0.0036169782204825878	0.01437958247025446	0.007547940080422036	0.005666209463989042	0.00770565460043923	0.003233166955034336	0.0030030651125884213	0.006523650448970542	0.0156681722114667	0.003525575372453547	0.002594928846861344	0.03595699387391164	0.023508239477395925
nanC	0.004669768416619791	0.008967177259511816	0.0057888297805003125	0.005670452562668909	0.0058444707991404665	0.006258874738542781	0.004331509334602169	0.003695770747430318	0.05102817078695757	0.05710793291471109	0.006605226275714081	0.011148975284715243	0.005264673228687363	0.005720970384302501	0.0038441174212185225	0.0037700269477320076	0.007981659736318336	0.011329450423347699	0.003146716708184992	0.010425037587490213	0.004231236094803344	0.008239257540803796	0.004094582401103426	0.003969611476456646	0.004478805587556941	0.01314387544592819	0.0027736157149536706	0.005167259737421685	0.005763632626552223	0.004734751636905023	0.003548041995549012	0.0050272144161063285	0.005150563118445022	0.013894000294129075	0.05027791006698098	0.0050169460343216805	0.007858602393078448	0.007277601855451398	0.004474336412034369	0.005606998350304241	0.004044966225035771	0.005222900559415755	0.005759789230870276	0.004215210317711029	0.007184631671073213	0.00365413505431689	0.004713427004035336	0.007017633501003435	0.04100664381201903	0.005532737192046557	0.0613584519123518	0.0034264522208503146	0.003661444745860228	0.010692863804570034	0.008640775011326044	0.01559714766456871	0.0038119641447636674	0.0036430257148994463	0.010479340548821294	0.004031073170739108	0.006640354700727639	0.003271748036000055	0.0031839579793005346	0.0057505162379051684	0.008967921479272771	0.015876987754300038	0.007026171966152982	0.003595280085762091	0.008120364919355144	0.005700514056072966	0.02179079192965784	0.006091501252741237	0.02112787015843084	0.008869387392561868	0.00818709552645697	0.07296501214076737	0.009287447953929088	0.006735412763745588	0.0031113622555990444	0.005073898955378755	0.006337962030189781	0.008842374006236584	0.006492484396707761	0.005472623526761407	0.009285945177748745	0.004920808187267216	0.005660592458768336	0.004587858379977863	0.012002109433327976	0.005459932280182779	0.008189743766699037	0.0028540063957669583	0.003432291249919588	0.017871126889215206	0.008230753061004176	0.015749817290873967	0.006607416143407245	0.016639402692961894	0.013632395089629797	0.005333491955675984
nagA	0.018288437618099434	0.0024044381301732607	0.0380483164132243	0.003891000388429624	0.020477288782662178	0.0013670517674567951	0.020397671873041038	0.0017743044128324629	0.0011191985476959993	0.0069499306380881	0.032937238649270645	0.0007289787848462034	0.004261243893899312	0.0025512792658548703	0.02037330241562128	0.03128090079468637	0.011589099193809077	0.050789265299782574	0.03233207441579413	0.0013511067698355028	0.01336097845533011	0.0027922125279348487	0.0039049266398884105	0.005612672399694704	0.005279224658846296	0.026242039781559166	0.0007542869791006529	0.01671564439042739	0.0026391639817929177	0.0035124851567071443	0.0017393988733694224	0.046275927012132616	0.001769809836462551	0.0034769394648894707	0.0038438224219858987	0.001431272582345836	0.0037808219182024526	0.053231878009091016	0.020766708915181963	0.0008684759451632414	0.00813486857519217	0.002214443487647868	0.0037339028607016847	0.000969874465857747	0.030172586058297122	0.0019308040110509281	0.03226511127343487	0.0024488940187921355	0.0045902996139509785	0.001867181761500601	0.0057883896677228775	0.0017638630418574247	0.017913293867238535	0.001947082813193949	0.002391477632500957	0.0032636279862581527	0.005210343694425245	0.0018931626820833966	0.001727966388785425	0.0024848595194302257	0.004218472440371725	0.0015263458219146359	0.0039979854183255364	0.0012749959508785134	0.0023389527053470547	0.0014568143185803208	0.0014702400162871529	0.0017564570872786087	0.0016904584960458857	0.005027057976644941	0.013352631248168502	0.003193686011012293	0.024045757118589507	0.005415387760165846	0.0407082742220983	0.0012508237098785926	0.0014040387528926734	0.01727176592607937	0.029184590409353943	0.0024060697463704414	0.017248540276852145	0.0026956403787523724	0.024693029684864098	0.0019514882914817117	0.04747563461022506	0.0018135641634664577	0.0017653987939544136	0.0023210195261827928	0.016426840067560584	0.0029535999541903902	0.00344175342452801	0.0014764515371037425	0.0016281484786045948	0.0031417630801781143	0.0012238976733719093	0.003967510900229819	0.002577297053468316	0.005488370085948148	0.0021954357462503015	0.03890095971137152
mtlD	0.004315117556893249	0.009297756988695251	0.006552620060524373	0.003192098500424905	0.003069104605520387	0.014415687891913843	0.005748968410958919	0.004941318144935795	0.003204149673441536	0.004677688301816223	0.004417882793481449	0.004023653813554236	0.011352026725883016	0.01839250303661359	0.005327222567690227	0.003809154508797343	0.005318489108140876	0.0027195476441893153	0.003224952857634142	0.018003663397757844	0.003970223797985676	0.08779310473457788	0.030147567437650756	0.0024623373243734094	0.005186664467299155	0.007347361881270903	0.0033979617616067266	0.005802125941620306	0.005749726375659361	0.016036460961394543	0.019828502061468262	0.003272124064981216	0.014563115991439968	0.014536253002996697	0.005156705826327377	0.009378752457992185	0.003115494960578294	0.015005454122754025	0.003855196979146923	0.0047135134631244155	0.005097724782064994	0.022799989738218434	0.005443353842859558	0.011064962110243133	0.010531440919906213	0.10033997189327393	0.003680540349670619	0.01061333881030798	0.005695640250595719	0.0044991346167322244	0.0047871414573307895	0.023129296774398848	0.006468836148561272	0.001998533587268006	0.002558125587897167	0.0062083574165450305	0.051097010147538195	0.0035772638692345418	0.00617468088946893	0.006465006709169132	0.0033397670154939885	0.0034010825952126068	0.002912062195371598	0.00324322253826975	0.006345009684813299	0.009908367616113573	0.0018949299932193343	0.003504264545815989	0.007414556462085538	0.0061551202910589565	0.0029065075836177527	0.0078408516601768	0.005219703103153506	0.003825619343233632	0.014040819495667397	0.0030858879547174204	0.003915681722417744	0.006109713596771674	0.0028621474482947813	0.003797674630372117	0.005143079687027009	0.005308235042220021	0.003321980378244549	0.0035362097112162805	0.00445906969365245	0.04292979342979802	0.0025740124486236257	0.013602337476612415	0.003766359298462165	0.011134244007510034	0.005627976708635884	0.004901621960603264	0.04589805290504182	0.003268742032172091	0.00617629566837628	0.006084953537797185	0.02019822255489835	0.011044551104486735	0.005561054369062472	0.004187614405282494
mtlR	0.009475879562638553	0.0038027259994526563	0.016416309392100842	0.0047818317225354675	0.021454020974660894	0.0034718961924327563	0.009542166248346116	0.0035719057675585326	0.0025564920474252886	0.004741549455041389	0.0151925382231498	0.0020555156847933144	0.011708532526297475	0.026055865584042107	0.008005049443866428	0.026523305576914877	0.0035368402770076	0.011019882206580126	0.02196882272383302	0.0024725098661529505	0.009091683866666428	0.008934146712952324	0.008327786118456255	0.003046025254796809	0.01045055836189737	0.014996306614205632	0.0037112937724204124	0.024465554207645197	0.0023292255122000956	0.0028109177463471564	0.005787449399402504	0.03250981156535857	0.00827333163206553	0.004026159254357844	0.008841832246430063	0.011473114331829194	0.0021067944259604825	0.03289164112190873	0.011460660036162466	0.003074215064934194	0.004022217250156771	0.010840775098753015	0.0038428099632356683	0.004543099191432511	0.01341106814272641	0.014803268046447125	0.011915941723764525	0.006130987747497166	0.0026281987831358856	0.004876627833940541	0.005049230782774753	0.003194906596981544	0.02302290996972506	0.002837382206263357	0.003726947326964542	0.0027088082257478137	0.030348535734034517	0.004282386016704544	0.012751210438169722	0.012210285198694992	0.003172646941779313	0.002298760946356367	0.004940020366695991	0.0027147217641271537	0.004818486458124784	0.003226377660497208	0.001831612849167678	0.0032316591405050724	0.004488868312783495	0.011677687917697825	0.005568387421827009	0.007506904537946019	0.0171316814442156	0.003726681576035386	0.07725657950704477	0.003464248669511276	0.0027456598314364684	0.008966003640610487	0.013184855106168058	0.0032219285797269385	0.017056505414476602	0.015900553032686393	0.028381319470555465	0.002553262178687323	0.008319495754209746	0.013195270161286294	0.00259237927969579	0.006618763774851485	0.013404598452536495	0.010368875179848858	0.002707786270548735	0.0062553355406772685	0.015509958077902251	0.0020148306938871374	0.006308647998196915	0.003508277522380797	0.018432142730545217	0.003755791340360809	0.010224935162321635	0.03360775629411005
mtlA	0.005596184867346485	0.012894187846215299	0.003866224000178208	0.0037955431192624907	0.0033925830497570156	0.011191202320215643	0.006782973131655779	0.0035161096480651162	0.0027062711200386558	0.007227045478816672	0.004686343693913088	0.0025470638154141316	0.024387218659740372	0.01804747188122395	0.005726345467993709	0.003076033416624796	0.005153842790679311	0.007171806351080964	0.015358740948747205	0.011848105566384505	0.004233182471747478	0.13137225008475442	0.0069845716562507276	0.00429279907267564	0.005431815615411516	0.005047224555408164	0.0032408076335598015	0.010597110585056715	0.0031169516679756333	0.013378185477642811	0.016762378752460075	0.00364568481311024	0.022290445389717424	0.012166067742259855	0.005894994775657643	0.006620498358293851	0.002952874963482242	0.006319823745215497	0.0037043702517798307	0.005187325017625216	0.0028652471724451563	0.04375405385107138	0.011369396351066817	0.004294097321724877	0.003271847977405344	0.06218224584168824	0.004689012273206648	0.011720590529834499	0.00487677902216695	0.005943405047614445	0.005626373853057669	0.021332261876084644	0.01317158539639837	0.00403764695317228	0.004013044804997359	0.0053705347321030186	0.01944783328888961	0.018733124559411323	0.009436488572656828	0.01767947772894795	0.0025173314425382606	0.0021362216896778333	0.0025112154988028343	0.0040036936746918085	0.011177070246916951	0.0049537461493434	0.0044392223978549725	0.0036528382619360517	0.0028252691603318264	0.004578774917063182	0.0032684888765798317	0.025763377381514733	0.0031440998050804763	0.005265866773110226	0.005394266857464575	0.00435414447409564	0.003391144535326608	0.010131104789720284	0.002302225033823677	0.009106954227417885	0.00745268107631759	0.008845059135785191	0.004139106725055513	0.004947375187701648	0.0038791188362425613	0.019414371024756658	0.0019988436006808333	0.013778890793161287	0.003054072124027515	0.019087745002968844	0.0041068683485725	0.0067897383368765276	0.01628921905667643	0.00317265432633685	0.0066660404826582725	0.003217602811750681	0.03390709850553455	0.005315269902127296	0.010302833865457531	0.0026926477066390535
acnA	0.005332270745015554	0.0032520309910817565	0.00439085344780025	0.009224653352814851	0.003080810345078081	0.006343350308050915	0.004366166114159744	0.003882314319043692	0.002980315576354637	0.005218174193919774	0.004516576752264392	0.00643244134629493	0.005977593855186635	0.016768233443046527	0.011878218923591932	0.00432915490648841	0.02021779649742784	0.00450897514876125	0.007608200493920999	0.0033080974448325877	0.003473174945644206	0.012748622855456507	0.0037100934494642105	0.008335839822355579	0.0028978806477084223	0.0069823997930935945	0.0027252889313023354	0.026771026728709436	0.003159852319482022	0.005289123149800859	0.04281040884721302	0.004533691133701242	0.024067285506917356	0.040556042690158715	0.007635016715343397	0.03469435872681779	0.005567445810663897	0.006738978686980009	0.005953703935602882	0.0034759770314074733	0.005467874409136595	0.024755226354045035	0.00576497771704518	0.00897121271384659	0.004034272400507344	0.004015900751177184	0.005565407171725016	0.025372164009403456	0.008201068737472323	0.001857019395317411	0.006208042887786608	0.002391763334129049	0.004660244555399017	0.016537609805078284	0.007364381448697897	0.01619476947011737	0.004935039107492964	0.027669731007307893	0.014465122806624953	0.015910200356509488	0.007099565141734069	0.004116324008447263	0.004284651345397161	0.005716933617390707	0.01389429595854481	0.0015880696298636973	0.0035287006158901844	0.002564980692766312	0.013928482460504193	0.0070338997207922615	0.0036121947092347543	0.03692797794921792	0.00590736663234585	0.0052474227088678575	0.00373993640742381	0.0048595766348581045	0.005041491488201539	0.0052580180333060235	0.003096758923090352	0.0029554406615937695	0.006017205734735013	0.029831913763263	0.0034607891698461278	0.006189869251671291	0.005113231291869466	0.003144880695497721	0.005863085599686137	0.003975762909399052	0.0024947771311410972	0.0342144226513914	0.0036886674838724413	0.06343738712541787	0.0028479970522544158	0.0055553619651420765	0.0028955542788627704	0.015030127840104017	0.007152019799128217	0.004465368991881873	0.05196593028376248	0.006169091269825618
galP	0.002654999157836289	0.022475511503751936	0.006350836452359463	0.012314961629573603	0.007944313876805624	0.027431224157898632	0.0238383593126276	0.004478014959608312	0.014990828250953764	0.11030698558900338	0.006682617679378538	0.0029713528582173904	0.005831632006224224	0.008490983370023733	0.006071810285174257	0.005660698638062753	0.005130271620347219	0.017295957179189067	0.004271770128248441	0.0367084152873462	0.00788741460875811	0.013961135288770254	0.0038019386387833864	0.00647566572916124	0.00629524489998598	0.004764517467034722	0.0026837860860954655	0.00569092087293938	0.008481650009195943	0.00567411912406258	0.006963291283200763	0.004425607953623068	0.00648641494072189	0.004942269970352241	0.025707469526460622	0.005934536089262156	0.010282307351213325	0.015035068948384148	0.0019163998957253312	0.0028940224756702345	0.009460897878332403	0.007379688706142855	0.009327074487112457	0.005810665780875367	0.00279646134251303	0.011064883460565354	0.004666701527132262	0.0036319922688983707	0.009839939477375194	0.005766153040382391	0.02620076146617372	0.004866237838349798	0.0031140830236420433	0.002593703946289916	0.005215468222087295	0.014824120555477294	0.005809600895307105	0.006635551367259325	0.010044746700765514	0.026082922932712208	0.002681872470430916	0.0037419715061280815	0.0022653405110413206	0.002839531204853263	0.0037113718288927454	0.009126105305354182	0.006017513637297696	0.002769729691844728	0.017242377993389336	0.0030110800612966025	0.026954786653950832	0.03006737564526778	0.02197241692951055	0.006202457974088237	0.006389920740269119	0.02201215955251506	0.007099992262113015	0.012392296421144606	0.004164868868800322	0.008290907358202213	0.0054670813501184025	0.004421319268304605	0.010422782228896818	0.0021587308156276065	0.018855339387359768	0.004204711628430585	0.0041169797703523	0.012929620923497968	0.009036972266907483	0.008896366641413985	0.003040453213745132	0.00616218896229342	0.006101523300468417	0.012649566563331157	0.0033694292391304452	0.01469375756845963	0.0033299557851880998	0.0063215183396320655	0.005323497793872133	0.002207148317154466
acnB	0.02172325997930737	0.018707095046850954	0.0032697516944013355	0.005385875685556838	0.0036074826819088002	0.004187895574773013	0.01008189571916235	0.0020815024827741013	0.0020800398565220916	0.005386658990672337	0.005199597748513953	0.002839807346420717	0.006723615261625885	0.015748681479035603	0.004002790666793621	0.010740312383058491	0.007217672955997577	0.003359555237278984	0.004932270871686042	0.016569795518080428	0.0041877631698485265	0.00825436256943182	0.0041471789188296145	0.003447376309813028	0.005097070129417486	0.04242990318644293	0.0020382264040876962	0.012469386184967252	0.0021297281869619693	0.0051575066751952964	0.006305298695811866	0.008917512562086186	0.03343734437757794	0.05370282693765126	0.01070183160856356	0.03326234826596828	0.0034616752493892163	0.004921098628478783	0.0032393713711501024	0.0034104139658066453	0.003333691916936274	0.04046880840769093	0.004517310784961526	0.005541865072875186	0.01256895127191794	0.0044414338270362995	0.004154767044953716	0.017700324105061557	0.003741426757042586	0.006267271689515683	0.002139111536447943	0.008704523794557923	0.009499542863079706	0.007540898899741138	0.009174545529435032	0.002011378238386219	0.003333881076493856	0.005451644215142944	0.02698485936006697	0.02135867631761142	0.004464723893189659	0.003385857236062328	0.0027619344347682624	0.0028809138701156615	0.011569794770292227	0.0034622535948557486	0.0036795451493667744	0.0018678350005899352	0.010378576667803091	0.014007353435604665	0.007116248987384555	0.03972832902441075	0.0026215077046463846	0.003608363918319171	0.01133793153692461	0.0052932551905141585	0.004820804698400995	0.014902937652853844	0.0036643370645220137	0.004282840816900529	0.005109958074853898	0.038161088380627144	0.009858760298385909	0.015714656943759814	0.0030089933680028922	0.007208338185261382	0.006555259471732747	0.004979803515436878	0.0021100761471454345	0.03490442387278385	0.005230124678121763	0.005687763826667248	0.004045300395577516	0.005114488850243482	0.027677872250324226	0.005988320683504648	0.01098171859836391	0.00451671544513014	0.038195372841151314	0.005616926238545552
ptsG	0.004864295840356344	0.006060237347371633	0.007115893316578443	0.006029570600732029	0.006520897807413322	0.009636798091248953	0.08263420850856648	0.004011877811554745	0.002771811467828429	0.021127714738567498	0.006170075377653306	0.002980791046385073	0.01108370770789339	0.009299648184091997	0.005023361990350127	0.009925888702489262	0.007791290095317733	0.00800885419982167	0.00488054472655417	0.002323107820248797	0.0030171021503496652	0.013028442461490973	0.005814682445478449	0.009930794571028507	0.002725724589175385	0.013559697614928704	0.0027633845089154395	0.00486201819282205	0.022400782442246695	0.01701837893574736	0.004276219777029071	0.008402308202077094	0.005689138342542456	0.006969363624259421	0.01243845475038051	0.012275571582359207	0.010901454829351478	0.01353543439890634	0.00538470292280965	0.002820146964310081	0.017437532368636686	0.01184446886300534	0.010773025204341806	0.005298191925125157	0.005302708663207099	0.014209756678239613	0.008779382328017681	0.0024647318112293796	0.0057155845744273175	0.01637502635812031	0.005339234874826041	0.009628896143803361	0.006790947500594285	0.003039459169624006	0.004322352178341405	0.005084493778067386	0.017127459739284465	0.011529732624136396	0.014314834019198166	0.028906671240239098	0.0038685888412535734	0.003049308719682995	0.002929649476761609	0.0053051588365750435	0.01243740876112496	0.031092609640530802	0.014524167825366259	0.005840102386408969	0.006637601164377871	0.0030971081440978186	0.008841599247818169	0.057966979068802264	0.005819500084117259	0.0077445710055363505	0.011458377364126878	0.00566172478208146	0.004649435926286166	0.005725545893340357	0.005720400771409584	0.012786895879650522	0.00946994108585566	0.0061026117551150815	0.00913052652224719	0.007964124556052617	0.0033886506312688276	0.01963644540548714	0.003409031560109675	0.05436687509354623	0.0047230879274576315	0.008847652904098155	0.0035797358620477306	0.005936291340832134	0.011740969002226438	0.004017110092231739	0.010127254287387082	0.0023009656110819037	0.004533905209978165	0.005342580357052347	0.004905859458761224	0.004960778788117144
aceK	0.0018527916294798154	0.0029157969266042734	0.004620217680456464	0.003998774371936158	0.004805087926574885	0.0025141258801430564	0.004313262154566338	0.002929725653066309	0.002620726924972079	0.0024747758433650937	0.0035747307893629816	0.002390212619640078	0.033551486744759704	0.1152443671677311	0.002010837648278502	0.01636145096461998	0.0021685321671105562	0.010397964435183276	0.0028921307152156195	0.0033303738999291197	0.0029328030113579167	0.023324936080378285	0.004819950899428508	0.0019985230753980904	0.0033111553345753363	0.0034424594699783637	0.0037931855976516037	0.019102073408453168	0.0021311297639435285	0.005172767966837098	0.010521860650384527	0.0048472624346133685	0.01664686967924048	0.010181292103814216	0.005656161952685737	0.023124676628185892	0.006550983447804434	0.017601381820699053	0.003164587556470336	0.0015741579160203458	0.002222839087806118	0.02817416058736147	0.005778370941724563	0.00812464739506333	0.01814057404102161	0.019971409302543656	0.002683752832231115	0.01291663147149458	0.0022217168705862436	0.0018823398319240774	0.01565525623166135	0.0042970387757524575	0.005561041645039509	0.0029296962952307893	0.002739160609203968	0.0022398337095754146	0.07646827615381006	0.0025280174999600187	0.013623743254618806	0.029650542807423182	0.0034266081021424484	0.002277657924880027	0.003031120333508041	0.002791710916089486	0.0035298663752353593	0.0020771634722462286	0.0013899596894100033	0.0011946281261981588	0.012685315888471445	0.00792071542555633	0.0037605556950327207	0.00879164098995052	0.005789117100666002	0.005825847452262841	0.054195259986501924	0.003607034525676785	0.0021224527401316595	0.004061791058605313	0.0021404046181440956	0.004093954099439003	0.006555005232790781	0.013587086004116773	0.002654852202092035	0.0019335050706379506	0.004787883500124771	0.022403329256948684	0.003002980183867263	0.008788194669208325	0.0047597929264069985	0.01050562932838098	0.0017458349709380935	0.0033623282835008018	0.017045717242385308	0.0025499848805522617	0.0018297478642795638	0.0025798112941233914	0.06840155526058567	0.004974766423316454	0.02531972487204606	0.005824825728601371
aceB	0.003125676375724158	0.004446432362350689	0.002723588588817326	0.004748715269878859	0.0069256183676549505	0.006350945949905258	0.004519305164037899	0.0026753513310216076	0.009645806346181458	0.03782624249390197	0.005374759811924942	0.0035164305287921005	0.041953107154877455	0.006149237352341108	0.0035471393167233645	0.006519932971528098	0.00305584827499687	0.049978628151423475	0.010178869514833839	0.003543624806530217	0.002337952058911987	0.002645926281620769	0.004952546989487157	0.006109283660115531	0.0063463324568475595	0.005485997203533817	0.0023632218027581668	0.010922178229465314	0.01006868720515703	0.004614917026478727	0.003661192386524535	0.003385350815257161	0.011330520955998713	0.021844379246623722	0.012843110344887654	0.022395386073376895	0.025548285987422148	0.003697869796831559	0.0028702375950469807	0.008470366497554293	0.004464313690643178	0.035271261846288156	0.0047335646978056015	0.011083007863628067	0.0027330314166728294	0.003334857476061494	0.003869685932962382	0.008958220729617238	0.009729615539276778	0.007604381233081788	0.0074470699118316394	0.003966085691707749	0.004340078744110941	0.009098720626864416	0.0047580683106588665	0.016014932947764488	0.0074302470650102585	0.0072513781627260455	0.037840362305842104	0.011792171041273041	0.0036966441580663424	0.0040134825644793535	0.0022655533483181382	0.00306874897374377	0.005014383216841643	0.009151785729494826	0.017037949583471886	0.005114611812332096	0.017883271182777737	0.0087007796389774	0.029289603132053334	0.02625654020770104	0.00864085759583629	0.0227852604324997	0.0037878195906188043	0.016941959972143643	0.006454770369544733	0.003638487834330634	0.0046148127003981946	0.006333467595860166	0.00584240252936247	0.027766643393243317	0.0069084830910726425	0.003033068430687686	0.008578535463015919	0.004922871791087529	0.007873489593861804	0.0046771020898870586	0.002286921869001036	0.02131865714427684	0.0025241245659641436	0.0021110503638536934	0.0030325033721557287	0.014404945176765804	0.006999230974930543	0.04698795571524949	0.007972211004924457	0.002957718151164174	0.020369333508764347	0.004321904150068899
iclR	0.003964574036026296	0.002111750161538255	0.00703319209880506	0.0027700327282289415	0.006655728916495672	0.006977378106851203	0.011946452959004695	0.00780963407879074	0.011485242370347657	0.010478158584739512	0.002610195952076667	0.002769370887118571	0.032013480830316576	0.0677700807806757	0.0034067564727303956	0.020344339487502	0.004524013193618666	0.017128090044927855	0.00928876053762611	0.0030910747523294874	0.00320545469160809	0.03262439252433395	0.012794053174605427	0.0021893000570687333	0.004014984805518844	0.0062172729169204305	0.003250345913290579	0.008427467776218237	0.00316984522082814	0.004701547825983667	0.0013514558876082596	0.010350044698534068	0.00424162360624344	0.005459691599591604	0.01668544735777066	0.0035400805991910667	0.005658504211675255	0.011678226518910404	0.005714920516756903	0.005640776318047639	0.007771205869257067	0.016172605158120336	0.007215382451189685	0.004407686798990574	0.010169370331276694	0.03136445549222876	0.0030105904644703125	0.002450069947043765	0.016576657098886692	0.0038971514411994482	0.024540701823741656	0.004211006591016469	0.003550404325353801	0.003919304702577044	0.0036811281609901675	0.0032142023652263216	0.11747552464836838	0.0021197567168538575	0.004386970749959131	0.0025391257205517	0.0018553563069375575	0.002960157947411436	0.004100939397055688	0.0018910453314185663	0.004311589630338685	0.004427972713188874	0.004969407927055645	0.0029369200271448987	0.00306816938697969	0.004362151554671655	0.006295806944557663	0.005166575527675738	0.005509774560814506	0.028398395791923842	0.03827010418448339	0.013245489323195305	0.004491887212216007	0.0019117860071898424	0.004944974547717067	0.002928640790228875	0.007871025862906608	0.0020078455365721247	0.008098215242781487	0.004794934122685979	0.00440924022351297	0.03137551183459693	0.0017928580587289902	0.005606315117574645	0.004181498807377909	0.00510861169768405	0.005759755098837354	0.002959021683493175	0.028858468708833133	0.00122412789208238	0.00216544833407956	0.005617677740812414	0.049198357833884813	0.014031694711335824	0.0020892560744754122	0.009035946247781814
