"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0	0.1413348	0.6745574	0.6567039	0.0781502	0.4194672	0.2522712	0.5924710	0.7051820	0.7018482	0.5709473	0.0002402	0.5032114	0.6389024	0.6032973	0.8115026	0.0896129	0.7021919	0.0578588	0.6816276	0.4608788	0.6563035	0.0145325	0.0676806	0.4037481	0.0547693	0.7636943	0.6157812	0.0318212	0.4475715	0.6404573	0.5472306	0.0359126	0.2603537	0.3098975	0.1873846	0.7174473	0.0217418	0.5056067	0.6133735	0.5993628	0.0586601	0.6290920	0.6665796	0.0812612	0.7206803	0.6709826	0.0136268	0.6347036	0.5512365	0.6711805	0.5876738	0.4022165	0.6475781	0.6482463	0.5510746	0.7010853	0.5146549	0.1903767	0.5046792	0.4370497	0.0436553	0.3021445	0.3728526	0.0399904	0.5817907	0.5418471	0.5850347	0.0000060	0.6935664	0.1031480	0.0001628	0.6539234	0.6647862	0.0404963	0.6674688	0.2407970	0.4979567	0.3661996	0.0016329	0.0097928	0.0263927	0.1230759	0.7709483	0.4986750	0.6456065	0.3398862	0.6460666	0.2379758	0.0374888	0.0007502	0.6436720	0.3487576	0.0121086	0.3227501	0.5541401	0.6690519	0.6249640	0.7579496	0.0148302	0.3073532
100	0.0498064	0.7345743	0.6963814	0.0756106	0.2018242	0.2780243	0.1606156	0.4696936	0.4813437	0.3023441	0.0001122	0.5945462	0.7017544	0.5658597	0.6215413	0.0577328	0.5731487	0.0430053	0.6748330	0.6271435	0.6745383	0.0015220	0.3254132	0.5698890	0.0567929	0.6816329	0.6275423	0.0234224	0.5126354	0.4969207	0.6249140	0.0070790	0.2259840	0.3674399	0.1191677	0.4287914	0.0148392	0.6791150	0.4639850	0.6104648	0.2850955	0.6129735	0.7069479	0.2470699	0.3113976	0.7216660	0.0023348	0.5888523	0.5631078	0.3547337	0.5795229	0.3171113	0.5714900	0.1390067	0.5924343	0.4213236	0.6157574	0.1169112	0.6905032	0.7885068	0.0192457	0.2458366	0.4958269	0.0363121	0.7175544	0.6092318	0.6608017	0.3254332	0.6158476	0.0760036	0.0041452	0.7753268	0.6226060	0.0384513	0.5340193	0.1948890	0.3999868	0.4940215	0.0001801	0.2979583	0.0231803	0.2645787	0.3689525	0.6805378	0.6716964	0.3557008	0.5669601	0.0185564	0.0005169	0.0030983	0.6889253	0.5808196	0.0047744	0.2670564	0.5910722	0.2572509	0.6405070	0.7076903	0.0195200	0.2503970
200	0.0079947	0.6425027	0.5581151	0.1230472	0.2274043	0.1093375	0.0937831	0.6421321	0.6950593	0.3421072	0.0008793	0.6576973	0.6973189	0.6296864	0.5471512	0.0654823	0.7369233	0.0388953	0.6517128	0.6975333	0.6341622	0.0060667	0.3351107	0.5419760	0.0409277	0.6078886	0.6991122	0.0179418	0.4949448	0.5490103	0.6007346	0.0005899	0.2828625	0.2828593	0.0708847	0.2879066	0.0360753	0.6480470	0.5510319	0.6610586	0.4859534	0.6457293	0.6781123	0.2290722	0.2913214	0.6333396	0.0038695	0.6762571	0.5299954	0.1198799	0.6664019	0.3466820	0.7994025	0.0854726	0.6631251	0.2850545	0.5410626	0.2121631	0.6424012	0.5646195	0.0088289	0.2562074	0.5212867	0.0526926	0.5858801	0.6092463	0.5501080	0.3533649	0.5906966	0.0997082	0.0226675	0.6611619	0.7167430	0.0471174	0.5385128	0.2650166	0.5055885	0.3911728	0.0020622	0.4543311	0.0178858	0.1291330	0.3458770	0.5799830	0.6335931	0.3372715	0.6725327	0.0803309	0.0000568	0.0002220	0.5164635	0.5999974	0.0136220	0.2543920	0.4877795	0.1970917	0.5634810	0.6203236	0.0220018	0.2650623
300	0.0189858	0.6249567	0.5837806	0.1751376	0.1917687	0.0417490	0.0607363	0.4771694	0.7578236	0.2635962	0.0001302	0.6427510	0.6591236	0.5930319	0.7300242	0.0759984	0.6685231	0.0405760	0.6969675	0.6576115	0.6570264	0.0069674	0.3712240	0.5480734	0.0505273	0.6817644	0.7344142	0.0599693	0.4629190	0.5724020	0.5945791	0.0005953	0.5030222	0.3427154	0.0816085	0.2415166	0.0520606	0.7600036	0.5055483	0.6283698	0.5627259	0.5626870	0.7141257	0.4648797	0.2413312	0.7126688	0.0014431	0.5041798	0.4057642	0.2244677	0.6023273	0.4092828	0.6761092	0.0868434	0.6479277	0.2391164	0.5504871	0.2405244	0.6711101	0.5864754	0.0361093	0.2202761	0.5134481	0.0323922	0.6403982	0.5671279	0.6333697	0.3746619	0.6197763	0.0490765	0.0488953	0.6530355	0.6596052	0.0309072	0.5998724	0.2904285	0.2081958	0.4450260	0.0001650	0.5779439	0.0084644	0.1273844	0.4425577	0.5675650	0.5590409	0.3218966	0.5153209	0.0399467	0.0003853	0.0007143	0.6094109	0.4483321	0.0100029	0.2752978	0.6388551	0.2775396	0.5370788	0.7318720	0.0111219	0.3487853
400	0.0052096	0.5627997	0.7837474	0.0519379	0.2605278	0.0672484	0.1665015	0.3226058	0.6425867	0.2721497	0.0010864	0.4964329	0.5891860	0.5140133	0.7156385	0.0470480	0.6301150	0.0476547	0.6116523	0.6861763	0.5708353	0.0185192	0.2854822	0.5646801	0.0433167	0.5364722	0.6179222	0.0070896	0.5653449	0.4203355	0.4678521	0.0030138	0.5076073	0.3732979	0.0651013	0.3841648	0.0179768	0.7391477	0.3812275	0.6006224	0.5576395	0.6209142	0.6046203	0.3483095	0.2315182	0.5882860	0.0129716	0.6304545	0.4335063	0.3122134	0.6404967	0.5702580	0.7551232	0.1159282	0.5821919	0.1471076	0.5045236	0.3941129	0.6443527	0.6663199	0.0348722	0.2719049	0.5550371	0.0509583	0.5126123	0.5681464	0.5746137	0.2984886	0.7069344	0.0577860	0.1154933	0.7240791	0.7065599	0.0344949	0.5629401	0.3735582	0.3617588	0.3321134	0.0043771	0.4381657	0.0096835	0.1025390	0.3095860	0.5148433	0.6148933	0.3856236	0.4735690	0.0421998	0.0002337	0.0000341	0.6905549	0.4612272	0.0162108	0.3222427	0.6356151	0.1939427	0.5758499	0.6090733	0.0348704	0.2484470
500	0.0033554	0.5975184	0.7055258	0.0298653	0.2096819	0.3188099	0.1445639	0.6434523	0.7239687	0.3235142	0.0000625	0.4925949	0.6821639	0.5330636	0.6378281	0.0462637	0.7238707	0.0517904	0.5376675	0.6971137	0.6057676	0.0100525	0.3227598	0.4877972	0.0385387	0.5992522	0.6574276	0.0056932	0.5111961	0.5871090	0.4294062	0.0115907	0.6899685	0.3166874	0.0901034	0.3225287	0.0236985	0.6289524	0.4147313	0.6307651	0.3516062	0.4516135	0.6430541	0.3284733	0.2450806	0.5353078	0.0114543	0.5469727	0.5211457	0.4196562	0.6611155	0.4460256	0.7091261	0.0811751	0.6516219	0.2240091	0.6467652	0.3340882	0.6969054	0.6439197	0.0411819	0.2366588	0.5636252	0.0400561	0.6413472	0.4718088	0.5295059	0.3423726	0.6262994	0.0610526	0.0609096	0.6005422	0.5744102	0.0343940	0.5987411	0.3670415	0.2740791	0.2933145	0.0010311	0.4613412	0.0017816	0.0738369	0.3800875	0.5900284	0.5619016	0.2755110	0.5043726	0.0205085	0.0000166	0.0003317	0.5880027	0.3025871	0.0207570	0.3424497	0.5272559	0.2220283	0.5945851	0.5409891	0.0180400	0.3225657
600	0.0087174	0.6007248	0.8051991	0.0316513	0.2527708	0.7008527	0.5151102	0.4311539	0.6803208	0.5384700	0.0004736	0.4959584	0.5788120	0.5650668	0.5957045	0.1304797	0.6962096	0.0578519	0.6712330	0.4501235	0.6696013	0.0440498	0.0452844	0.4086839	0.0595198	0.7047084	0.6298142	0.0073182	0.4426440	0.8139760	0.6646403	0.0469709	0.5753512	0.3368517	0.0354464	0.7025496	0.0251654	0.4828594	0.3856892	0.7857560	0.2232070	0.5313394	0.7389462	0.1355374	0.5009002	0.5342235	0.0050922	0.4687097	0.4841263	0.5998376	0.4774457	0.4570436	0.6698089	0.6701235	0.6378560	0.4884207	0.4851702	0.2013813	0.4214208	0.5496365	0.1630427	0.2712554	0.5190913	0.0235253	0.5883725	0.7002449	0.6027088	0.0098204	0.5677008	0.0508555	0.0066273	0.6782342	0.6565147	0.0449294	0.7072431	0.3148634	0.3203554	0.3771182	0.0008590	0.2547558	0.0132471	0.0466404	0.6224283	0.5198812	0.6311355	0.2697490	0.5441453	0.0212897	0.0682809	0.0052137	0.5944835	0.3409652	0.0242548	0.2375258	0.5983873	0.4778237	0.6889943	0.7366080	0.0170164	0.2310305
700	0.0253745	0.6760292	0.6670395	0.0190012	0.3137042	0.6152919	0.6732039	0.6143359	0.6177427	0.7148078	0.0005436	0.6479038	0.5383608	0.5845544	0.5727040	0.0541573	0.7313371	0.0584172	0.7031687	0.4242944	0.6108619	0.0943831	0.0467344	0.4530859	0.0347377	0.6273982	0.5311375	0.0197623	0.3751117	0.6292503	0.5516895	0.0492352	0.3320106	0.4298784	0.1695212	0.8379530	0.0216779	0.4690491	0.5374749	0.5949013	0.1021042	0.6685102	0.7214047	0.0861985	0.6415625	0.6181471	0.0044580	0.5024884	0.4660512	0.5680008	0.5699005	0.4548681	0.5790776	0.6374002	0.7589953	0.5747972	0.6109277	0.0714286	0.4185541	0.5331312	0.1337437	0.2329358	0.3916960	0.0283052	0.6360689	0.5953489	0.6225456	0.0085898	0.6107014	0.1077210	0.0008236	0.5834379	0.4684507	0.0536113	0.5110538	0.2449759	0.3443357	0.4013642	0.0028778	0.1123070	0.0238040	0.0462934	0.6204615	0.4615062	0.6636259	0.3214709	0.6625507	0.0652322	0.0549063	0.0035878	0.5981200	0.2744958	0.0111416	0.3166663	0.3619033	0.4640669	0.6477675	0.6646461	0.0124109	0.2479795
800	0.1584215	0.7628139	0.8318373	0.0795188	0.2898891	0.4823759	0.5074623	0.7540799	0.6957138	0.5485088	0.0001280	0.5128687	0.6415476	0.5447637	0.6981555	0.0419989	0.7515738	0.0738815	0.7097440	0.4847856	0.5874877	0.0253403	0.0400662	0.2877481	0.0327401	0.6575618	0.6998200	0.0035947	0.4184028	0.6101471	0.5941312	0.0226460	0.3048160	0.3641894	0.1646811	0.7387628	0.0139370	0.5456586	0.6475138	0.5892075	0.1095845	0.5845286	0.7668178	0.0887962	0.7383875	0.6531844	0.0025782	0.4878115	0.6494990	0.5598609	0.6659079	0.3762777	0.6139859	0.7015505	0.6157889	0.5814404	0.6774230	0.0466494	0.4220786	0.6016961	0.0692380	0.2357205	0.3497726	0.0345505	0.7052369	0.5788767	0.6115459	0.0000694	0.6653462	0.1023676	0.0002052	0.8581202	0.6882007	0.0856681	0.6710321	0.2444126	0.4361934	0.3276297	0.0076140	0.0699456	0.0103530	0.1456598	0.5966049	0.6827484	0.6645098	0.3336845	0.6819703	0.1472966	0.0162310	0.0002648	0.7012871	0.3337011	0.0056269	0.3132119	0.4292675	0.6348910	0.6217592	0.6857101	0.0197877	0.3815874
900	0.1416416	0.7239925	0.7616006	0.0967189	0.4066933	0.2187991	0.5618580	0.5624098	0.6973224	0.4693360	0.0091602	0.6331365	0.5691103	0.5659008	0.6215689	0.0632728	0.6655275	0.0696330	0.6764061	0.4288243	0.6072233	0.0319881	0.0543800	0.3375692	0.0382179	0.7238474	0.5949772	0.0389633	0.4172842	0.6870451	0.6387223	0.0425728	0.3062094	0.3469004	0.4013437	0.5625745	0.0295423	0.5507061	0.5156325	0.7342630	0.0386768	0.6409232	0.6928627	0.0999649	0.5857922	0.6969016	0.0000000	0.5806072	0.5107796	0.6013351	0.5668148	0.3066133	0.6366568	0.7570532	0.7155750	0.6269229	0.6500327	0.0717866	0.4856123	0.4990456	0.0163290	0.2802186	0.3844668	0.0301170	0.6576083	0.6311857	0.5235648	0.0000881	0.6603288	0.0840055	0.0040446	0.5537873	0.6563498	0.0665254	0.7650736	0.2723892	0.4899177	0.3517017	0.0006696	0.0621499	0.0139468	0.2028107	0.7352983	0.6678030	0.7143950	0.2978099	0.5784150	0.0410781	0.0477098	0.0000160	0.8928493	0.4802765	0.0192862	0.3059831	0.5179698	0.7102531	0.6561829	0.6087964	0.0195432	0.2573960
1000	0.2129079	0.6018388	0.6052344	0.0602492	0.2847766	0.0345431	0.3784437	0.4294448	0.6514444	0.4003521	0.0029591	0.4411930	0.7005116	0.5998889	0.6966325	0.0992110	0.9926109	0.0753966	0.6805820	0.5203409	0.6099492	0.0707580	0.0900156	0.4484267	0.0659526	0.5187114	0.5947834	0.0093540	0.4314272	0.7818334	0.6019103	0.0356716	0.2635221	0.3954435	0.2977722	0.7536931	0.0227521	0.5384681	0.6008498	0.6859070	0.0479888	0.5972543	0.7289911	0.1130979	0.7854638	0.5123561	0.0033060	0.5900700	0.4057709	0.6153588	0.6066016	0.3622687	0.6708419	0.6353203	0.6364634	0.5887124	0.6377017	0.0870268	0.4210203	0.5284495	0.0052076	0.3323895	0.5315999	0.0374744	0.6147082	0.4973230	0.6474584	0.0003156	0.6773056	0.1101188	0.0002726	0.8262429	0.6880912	0.0580821	0.6820640	0.2138861	0.5004629	0.4562433	0.0045140	0.0266896	0.0094171	0.2186837	0.5160520	0.5884379	0.6150324	0.3527122	0.5204104	0.0138297	0.0462647	0.0019012	0.7331168	0.5961567	0.0171340	0.3882595	0.3989596	0.5885303	0.5829262	0.7899962	0.0104264	0.3001879

0	0.1656355	0.6334250	0.6790791	0.0585652	0.4296498	0.2425776	0.4947603	0.5389440	0.7220868	0.4437782	0.0004247	0.6436036	0.6937888	0.6978943	0.6849604	0.0610757	0.7566816	0.0513257	0.7590921	0.4682290	0.8099056	0.0141617	0.0376781	0.3928144	0.0359756	0.6259331	0.5466758	0.0178966	0.4057473	0.6650931	0.6822424	0.0467604	0.2798263	0.3607014	0.1391098	0.5676893	0.0233901	0.4331633	0.5005329	0.7800229	0.0566396	0.5984333	0.6468587	0.0744725	0.6251239	0.6992259	0.0122168	0.6692785	0.4868107	0.6127184	0.6352610	0.4175643	0.7550459	0.6998673	0.6600166	0.7340602	0.5715702	0.1451703	0.4631064	0.5824397	0.0250212	0.3939327	0.3562465	0.0305709	0.6596918	0.5755095	0.5279767	0.0000158	0.6707736	0.0827357	0.0001271	0.7543488	0.7492074	0.0632307	0.5343655	0.1871706	0.5481424	0.2864734	0.0020892	0.0192205	0.0057852	0.1274829	0.6935279	0.6636072	0.7929745	0.4493532	0.7049038	0.2220249	0.0341227	0.0005232	0.6706323	0.2905457	0.0165802	0.3302724	0.4267552	0.7213860	0.5778151	0.7366975	0.0443390	0.3121295
100	0.0279519	0.6835560	0.4978560	0.1058263	0.4012613	0.1319006	0.4450958	0.5520660	0.4261036	0.1444772	0.0000000	0.4577235	0.5948796	0.6615595	0.6054849	0.0067192	0.7795594	0.0727501	0.8249926	0.4382546	0.6229761	0.0182687	0.0513808	0.4193839	0.0003687	0.7297975	0.5811212	0.0254019	0.2829160	0.5427496	0.5634774	0.0127892	0.2938359	0.3345303	0.1157164	0.6125777	0.0082603	0.4324711	0.6562796	0.5915452	0.1399621	0.6436243	0.7071256	0.1240993	0.5951686	0.5294633	0.0095882	0.6237942	0.4528489	0.5949374	0.8188416	0.1745699	0.5611521	0.7402460	0.6658320	0.5471589	0.6795079	0.0200367	0.4999411	0.5387490	0.0961176	0.2481708	0.4115123	0.0000028	0.4976627	0.5177820	0.6415916	0.0000835	0.1917694	0.0452686	0.0013152	0.6954735	0.6189058	0.3560346	0.6744334	0.2039961	0.4363113	0.6379831	0.0004076	0.3917467	0.0199259	0.0548943	0.6895972	0.6100720	0.7212066	0.0436798	0.7223408	0.0371514	0.0137799	0.0361365	0.6112354	0.3428012	0.0171228	0.3289723	0.3943378	0.6256285	0.6408712	0.6036476	0.0161471	0.2546101
200	0.0027896	0.6552663	0.5685125	0.1143331	0.3735264	0.0329209	0.4357002	0.5901190	0.3607829	0.1650088	0.0006331	0.3175429	0.7479593	0.5723538	0.5941154	0.0010950	0.6400293	0.0487410	0.6368357	0.4259115	0.7499453	0.0490884	0.0927994	0.3529274	0.0000540	0.6642038	0.7121777	0.0255926	0.2459620	0.4284822	0.6438791	0.0000080	0.2689532	0.3124578	0.0924668	0.7354397	0.0174184	0.2345202	0.5678358	0.6479279	0.4696027	0.5990851	0.5443275	0.3121662	0.6262593	0.7134002	0.0038645	0.5885814	0.4887395	0.6484455	0.6329155	0.0567627	0.6260956	0.7626613	0.6668187	0.7258422	0.5729779	0.0033647	0.4592853	0.6549835	0.1117036	0.2679556	0.4556015	0.0004096	0.6966796	0.5449069	0.7468069	0.0000227	0.2329008	0.0757795	0.0003169	0.7860550	0.7103955	0.3538561	0.7377060	0.2241803	0.4559364	0.7379185	0.0001585	0.5576983	0.0290630	0.1099826	0.7057800	0.6514247	0.6226322	0.0052219	0.6241698	0.0705787	0.0060681	0.0193034	0.7281538	0.3206005	0.0180526	0.2908069	0.3648767	0.4932654	0.4987740	0.6817829	0.0257558	0.3193457
300	0.0121777	0.6254296	0.5676611	0.0682552	0.3245264	0.0208932	0.4534204	0.7263890	0.3441703	0.1900361	0.0006525	0.3205057	0.6269655	0.7136424	0.6488662	0.0030299	0.7612962	0.0465064	0.7713316	0.3862282	0.6727931	0.0278425	0.0498557	0.3485814	0.0030641	0.7191267	0.7362557	0.0603374	0.2348764	0.4546013	0.6961856	0.0000092	0.1850525	0.3382103	0.1859253	0.7666372	0.0231478	0.3329191	0.5576021	0.7304383	0.4820254	0.5863387	0.5419928	0.4212061	0.5594899	0.4404260	0.0000076	0.7053631	0.4331747	0.5472982	0.6429859	0.0292129	0.7281385	0.6994919	0.6958720	0.6510054	0.6854683	0.0007814	0.3800374	0.5439409	0.0335015	0.2667827	0.4700183	0.0025621	0.6332909	0.5804096	0.5620539	0.0000018	0.1849401	0.1153636	0.0000535	0.6119791	0.7399485	0.3802261	0.7286679	0.2062858	0.4208141	0.7431620	0.0000687	0.4393149	0.0736963	0.1408630	0.6358796	0.6212866	0.6507430	0.0016948	0.5853071	0.0273865	0.0064718	0.0421579	0.7982973	0.3792908	0.0124331	0.3439317	0.4370618	0.4360703	0.5496164	0.7610115	0.0168973	0.3170625
400	0.0022120	0.6703487	0.5727298	0.0667191	0.2789742	0.1026676	0.5896052	0.6652335	0.3861884	0.2393216	0.0000000	0.3630253	0.5564183	0.6455448	0.6487086	0.0013060	0.5650540	0.0447701	0.7334035	0.4725368	0.6558099	0.0315678	0.0797246	0.4178601	0.0010358	0.7753019	0.8034252	0.0549255	0.3449413	0.4022081	0.6953081	0.0000000	0.1440669	0.2992369	0.1495603	0.5505103	0.0085069	0.2980973	0.7037958	0.6062792	0.5394554	0.7179437	0.7065013	0.3974329	0.5344675	0.6110744	0.0002142	0.5352787	0.4385512	0.5831534	0.5641442	0.0341349	0.7156433	0.6792853	0.7834732	0.4308394	0.6701547	0.0001447	0.3606868	0.5849155	0.0241644	0.2222367	0.3964514	0.0001453	0.6472958	0.5116325	0.6275603	0.0000048	0.2500681	0.0485502	0.0001797	0.5446210	0.6853618	0.3990227	0.6855596	0.1862701	0.4217524	0.6086554	0.0001320	0.3806973	0.0415176	0.2144434	0.5413182	0.6377760	0.6530623	0.0000000	0.6085818	0.0206089	0.0037533	0.0325664	0.7118743	0.4152542	0.0260867	0.3675308	0.3151529	0.5977709	0.6755712	0.6553645	0.0354652	0.3296619
500	0.0109851	0.7249044	0.5535917	0.0946146	0.3570118	0.1263761	0.5745283	0.5119451	0.3442155	0.2326191	0.0000832	0.3346201	0.5479889	0.6038755	0.7120349	0.0008090	0.5590896	0.0456485	0.6938835	0.4190824	0.5248793	0.0445446	0.0723387	0.4370593	0.0008913	0.5894185	0.7280541	0.0652437	0.3533113	0.6072292	0.7562111	0.0000006	0.1240515	0.3010076	0.0130938	0.6120386	0.0061666	0.4281676	0.6357179	0.7395534	0.5377628	0.7066472	0.6763693	0.3207308	0.5294360	0.5461826	0.0000385	0.4565009	0.5289252	0.6230005	0.5571390	0.0435005	0.7956957	0.6118798	0.6629193	0.5393065	0.6757238	0.0014812	0.5256646	0.6130368	0.0104829	0.2365585	0.4450001	0.0018271	0.6422797	0.4010311	0.6628405	0.0000563	0.1918767	0.0598025	0.0005115	0.5572677	0.8304687	0.4507512	0.5911792	0.2243388	0.4758146	0.6657820	0.0005547	0.4185976	0.0697886	0.2875126	0.6233367	0.6875416	0.5766214	0.0117351	0.5405422	0.2203318	0.0073844	0.0183690	0.7779328	0.5690852	0.0126796	0.2581512	0.4655805	0.5768056	0.6383553	0.6045222	0.0135110	0.2842033
600	0.0765444	0.6755138	0.7732080	0.0715651	0.2987730	0.3586221	0.5510614	0.5305463	0.6056717	0.4873434	0.0043692	0.5632671	0.6046599	0.6258256	0.7793194	0.0607970	0.5876819	0.0453717	0.5852912	0.4838134	0.5506327	0.0596897	0.0689354	0.3602303	0.0333753	0.6150376	0.6557196	0.1358968	0.4779080	0.5379107	0.6000025	0.0247963	0.0231885	0.2573426	0.2355717	0.5533390	0.0089138	0.5089422	0.6445027	0.6683290	0.2079374	0.5711799	0.7524282	0.1782331	0.6745627	0.6981825	0.0009265	0.4499490	0.5574265	0.5553470	0.5831520	0.0985946	0.7950632	0.5508697	0.6156984	0.5380856	0.5914499	0.0039081	0.4099522	0.5258859	0.0081972	0.2926040	0.3725307	0.0344534	0.6575228	0.5731037	0.5519222	0.0001191	0.5980569	0.0904484	0.0001434	0.7948476	0.6175457	0.0999959	0.6915717	0.2425544	0.4312336	0.3081390	0.0095991	0.0706582	0.0513669	0.2964642	0.3070110	0.5433552	0.5600641	0.1228355	0.6535422	0.1939448	0.0376693	0.0036698	0.7275106	0.6597261	0.0192792	0.2877312	0.3754280	0.6796940	0.5726043	0.5183938	0.0161153	0.3425632
700	0.1680116	0.7704385	0.7216672	0.0802601	0.3067980	0.3038334	0.5229964	0.5634673	0.6666811	0.4059333	0.0019968	0.6239986	0.5802693	0.6445871	0.6542324	0.0854657	0.6324089	0.0752275	0.6446502	0.4039305	0.6606428	0.0342423	0.0571447	0.3783133	0.0232655	0.5500954	0.5830136	0.0815022	0.3976223	0.6487589	0.6191209	0.0500362	0.0165024	0.0749735	0.3789117	0.3244374	0.0041748	0.5060121	0.6140089	0.4914161	0.0726173	0.5795089	0.7209543	0.1019306	0.6443985	0.7457645	0.0014084	0.5675116	0.6192380	0.6111101	0.4871235	0.4691584	0.6178682	0.6997862	0.5399899	0.6367591	0.5917999	0.1426844	0.3916480	0.4790546	0.0136791	0.3533684	0.3541925	0.0459766	0.5590830	0.5841708	0.5673409	0.0022238	0.8030321	0.1085893	0.0000651	0.8199254	0.5956062	0.0816693	0.6490299	0.3316595	0.4619097	0.3845602	0.0015722	0.0151644	0.0110984	0.3012221	0.2972093	0.4917720	0.6309017	0.2330868	0.6763178	0.1698638	0.0452474	0.0207044	0.6981422	0.8011805	0.0365930	0.3744233	0.5364821	0.4778718	0.7049163	0.6213619	0.0135923	0.3269174
800	0.1942660	0.6918875	0.5645836	0.0945921	0.2290707	0.1316555	0.4904389	0.5363609	0.6684748	0.5706607	0.0006285	0.6157058	0.6196249	0.5747205	0.6821981	0.0716229	0.7262019	0.0305558	0.6523792	0.4398857	0.6978002	0.0287101	0.0612916	0.3491793	0.0341011	0.7774725	0.5059027	0.0045625	0.2599431	0.5865952	0.5194132	0.0360055	0.1103071	0.2271267	0.3729971	0.6041161	0.0093941	0.6152878	0.6360987	0.7561159	0.1422936	0.6395056	0.7231209	0.0931014	0.4736331	0.6957603	0.0020100	0.6409885	0.5133495	0.7212757	0.6103430	0.4974072	0.8086640	0.7126527	0.7105473	0.5359036	0.5954785	0.1451254	0.3962837	0.5146468	0.0106992	0.2808804	0.4351064	0.0210611	0.6179102	0.5432160	0.5740702	0.0004998	0.6886056	0.0685594	0.0002516	0.6592187	0.6994233	0.0564364	0.6418871	0.4001237	0.5184982	0.3652274	0.0082680	0.0169659	0.0060576	0.3249861	0.4479740	0.5909873	0.5052592	0.2685571	0.7316314	0.2143335	0.0359098	0.0016659	0.6478020	0.5703865	0.0257665	0.3120356	0.3726890	0.6396025	0.6604074	0.6358721	0.0550474	0.3361079
900	0.1518220	0.6446993	0.7469377	0.0982620	0.2551742	0.1220261	0.4212996	0.6233556	0.6157281	0.5128063	0.0012945	0.5535965	0.7443417	0.5956519	0.5771846	0.0455039	0.7192393	0.0451651	0.7348770	0.4826307	0.7612210	0.0549156	0.0495877	0.3888445	0.0241880	0.8193167	0.4819537	0.0121518	0.4098321	0.6641417	0.7246427	0.0586751	0.2707633	0.4132952	0.2505318	0.6638737	0.0234664	0.5392194	0.5716179	0.6366092	0.1045565	0.6259616	0.5613481	0.0891162	0.7229216	0.7411799	0.0085360	0.6032950	0.4586368	0.5555891	0.6224366	0.2876320	0.6166432	0.7453244	0.6217385	0.6030156	0.6345724	0.0578855	0.4241253	0.4911419	0.0088567	0.3113521	0.4565279	0.0383939	0.5842984	0.6088070	0.5984768	0.0049745	0.7278822	0.0925528	0.0024754	0.6179573	0.7082948	0.0470855	0.6356255	0.3062454	0.4067697	0.2823397	0.0041530	0.0625550	0.0041492	0.1056015	0.6599183	0.6227317	0.6406754	0.2978368	0.6360459	0.2110107	0.0397617	0.0035494	0.6999684	0.5530845	0.0120279	0.2761115	0.3793763	0.5007038	0.6044590	0.6814674	0.0284073	0.2576431
1000	0.1973640	0.6149589	0.5968935	0.1206993	0.2948286	0.1661916	0.4461472	0.7159280	0.8144657	0.4444990	0.0000000	0.4181190	0.7136352	0.5287324	0.7191534	0.1221985	0.6993319	0.0420545	0.7232120	0.4617887	0.7015846	0.0276998	0.0915725	0.3438024	0.0774286	0.6981940	0.4972513	0.0051213	0.3608458	0.6670217	0.6509506	0.0280792	0.2785591	0.4017516	0.2839073	0.6038267	0.0126850	0.4848818	0.5069540	0.7227448	0.1078353	0.6071063	0.7569817	0.1174812	0.5845623	0.6261864	0.0043222	0.4987982	0.6184539	0.6256655	0.4750724	0.4353650	0.7130608	0.6384377	0.6095181	0.6127019	0.6130471	0.1810006	0.4611806	0.5428241	0.0324381	0.2822296	0.3980235	0.0166419	0.6337968	0.6156030	0.5142389	0.0000832	0.7231688	0.1148841	0.0007722	0.6776916	0.6854665	0.0669749	0.6592677	0.2743705	0.4394696	0.3301935	0.0053303	0.0589543	0.0196282	0.0426904	0.6018832	0.5893516	0.6503533	0.3001276	0.5592482	0.0719353	0.0419670	0.0008371	0.6897847	0.3575996	0.0120825	0.4047255	0.3688441	0.5929476	0.5606580	0.5665699	0.0168013	0.2683780

